partial,f,sigma,r2,fittedFrameCount
1,28.2623,0.230072,0.921548,1278
2,57.8705,0.255402,0.956636,1270
3,86.1328,0.203255,0.913196,1274
4,115.741,0.196896,0.904988,1274
5,145.349,0.181806,0.878535,1276
8,232.828,0.155338,0.882512,1229
9,261.09,0.152365,0.743617,1275
11,320.306,0.128612,0.676847,1276
12,351.26,0.126488,0.603913,1276
13,380.869,0.185074,0.878848,1275
14,410.477,0.164949,0.680105,1275
15,440.085,0.20201,0.895367,1274
16,471.039,0.183803,0.722486,1269
17,501.993,0.175253,0.801863,1274
18,532.947,0.228613,0.943415,1275
19,563.901,0.205734,0.883913,1276
20,594.855,0.291064,0.921929,1268
21,625.809,0.25079,0.946065,1272
22,658.109,0.25096,0.953497,1272
23,690.408,0.252588,0.935255,1277
24,721.362,0.235872,0.911442,1280
25,755.008,0.258589,0.949997,1277
26,787.308,0.273207,0.905916,1274
27,820.953,0.306705,0.968123,1269
28,854.599,0.310455,0.970603,1267
29,888.245,0.374983,0.995572,1266
30,921.89,0.338708,0.980367,1269
31,955.536,0.368987,0.978179,1210
32,990.527,0.478504,0.967999,1099
34,1033.59,0.958345,0.998456,561
36,1126.46,0.968514,0.997032,620
37,1157.41,1.03881,0.999922,569
38,1189.71,1.08193,0.999942,537
40,1244.89,0.745265,0.960673,752
41,1282.57,0.689711,0.979946,761
42,1321.6,0.749683,0.957834,721
43,1359.28,0.857644,0.959415,652
44,1399.66,0.834485,0.998165,664
45,1437.34,0.90026,0.988936,618
46,1477.72,1.12839,0.962977,540
47,1518.09,1.00001,0.960496,523
48,1559.81,1.00163,0.981934,554
49,1601.53,1.72614,0.994592,319
50,1640.56,1.3633,0.996583,414
51,1674.21,1.33798,0.999855,432
52,1707.85,1.34515,0.99996,432
53,1741.5,1.37855,0.999986,425
55,1816.86,1.50292,0.995507,371
56,1859.93,1.61443,0.96302,373
57,1904.34,1.97529,0.978365,295
58,1950.1,1.74213,0.930932,312
59,1995.86,1.65439,0.96642,341
60,2042.96,1.92082,0.975358,270
61,2088.72,2.47012,0.992156,229
62,2135.82,1.96816,0.974123,268
66,2304.05,1.71391,0.997787,302
67,2340.39,1.76015,0.999067,298
68,2382.11,2.30787,0.974704,220
69,2433.25,2.31556,0.991916,234
70,2489.78,1.7351,0.998906,309
71,2535.53,2.40949,0.967084,201
72,2589.37,2.86129,0.998054,205
73,2643.2,2.86745,0.996274,215
74,2693,2.77535,0.998367,210
75,2718.57,1.921,0.998412,283
76,2793.93,2.46714,0.966204,211
77,2837,1.93846,0.998621,275
78,2877.37,1.93596,0.997046,273
80,2997.15,1.97747,0.997171,264
86,3030.8,2.66263,0.966232,284
91,3084.63,2.77113,0.982832,276
92,3263.63,4.42366,0.972209,171
96,3808.69,5.01985,0.972,155
