partial,f,sigma,r2,fittedFrameCount
1,48.4497,0.26006,0.789742,1273
2,98.2452,0.246264,0.769052,1271
3,146.695,0.25992,0.917974,1270
4,195.145,0.217298,0.858456,1270
5,244.94,0.235514,0.831283,1272
7,341.84,0.229643,0.813632,1272
8,391.635,0.247775,0.935083,1271
9,441.431,0.157678,0.735481,1277
10,489.88,0.337839,0.890719,1272
11,539.676,0.150102,0.665387,1269
12,588.126,0.251701,0.70214,1272
13,637.921,0.251703,0.80941,1261
14,687.717,0.226435,0.928583,1250
15,737.512,0.203064,0.756045,1269
16,787.308,0.228432,0.812916,1271
17,837.103,0.20328,0.630794,1270
18,886.899,0.24514,0.759692,1270
19,938.04,0.293223,0.76209,1269
20,987.836,0.316369,0.836583,1252
21,1038.98,0.25067,0.793546,1266
22,1091.46,0.274528,0.830018,1261
23,1143.95,0.270816,0.789741,1266
25,1274.5,0.859807,0.871285,617
26,1325.64,0.864075,0.82593,607
27,1375.43,0.707684,0.911461,707
28,1425.23,0.77254,0.876303,651
29,1475.02,0.628567,0.831702,753
30,1524.82,0.833738,0.881602,610
32,1658.06,0.49825,0.970549,1097
33,1713.24,0.474847,0.931021,1123
34,1767.07,0.554728,0.936825,989
35,1819.56,0.515674,0.940855,972
36,1874.73,0.546447,0.992403,1034
37,1928.57,0.589597,0.936279,914
38,1983.75,0.5013,0.978004,1024
39,2040.27,0.513805,0.953186,1001
41,2177.55,0.828295,0.944607,661
42,2228.69,0.716026,0.944507,713
43,2279.83,0.705554,0.944728,679
45,2431.91,0.796204,0.949559,644
46,2489.78,0.778776,0.960254,653
47,2548.99,0.844963,0.947175,505
48,2605.52,0.919807,0.976636,638
49,2666.08,0.912935,0.991197,584
50,2725.3,1.06884,0.956999,551
51,2793.93,0.801445,0.963325,622
54,2841.04,0.910413,0.957958,563
59,3208.45,1.21422,0.972905,586
65,3464.15,1.17275,0.947812,540
69,3524.72,1.35133,0.98513,519
70,3857.14,1.56701,0.966083,426
75,4033.44,2.11305,0.970095,339
77,4260.88,2.21687,0.91776,304
81,4760.18,2.8582,0.921164,254
87,5439.83,3.58566,0.939376,192
95,6050.83,3.44418,0.940009,193
