partial,f,sigma,r2,fittedFrameCount
1,310.886,0.419055,0.636675,751
3,934.003,0.452511,0.818714,752
5,1563.85,0.474445,0.92474,739
6,1881.46,0.609179,0.846587,620
7,2200.42,0.594604,0.93004,746
8,2524.77,0.827095,0.894833,567
9,2850.46,0.998167,0.972199,491
11,3181.53,1.2783,0.975399,576
12,3854.44,1.84277,0.969279,371
14,4905.53,2.65051,0.975825,270
18,6389.98,4.51391,0.910103,149
22,6781.61,4.90681,0.898985,135
23,7171.9,7.60204,0.942157,135
24,7572.96,7.22897,0.948187,152
25,10190.6,7.93213,0.814743,128
