partial,f,sigma,r2,fittedFrameCount
1,184.378,0.336628,0.931926,1012
3,554.48,0.189025,0.605177,1013
4,740.204,0.311021,0.632525,999
5,925.928,0.292032,0.891285,1010
6,1113,0.293967,0.758958,1004
7,1300.07,0.371625,0.963285,1002
8,1488.48,0.416302,0.871085,1005
9,1676.9,0.444058,0.962993,924
10,1866.66,0.524701,0.97586,929
11,2057.77,0.609071,0.927618,817
12,2250.22,0.617085,0.964083,819
13,2444.02,0.673412,0.935058,806
16,2639.16,0.69509,0.935751,625
17,3033.49,1.23293,0.782989,504
19,3845.02,2.28686,0.755824,281
