partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.210059,0.901565,1273
2,55.1788,0.247832,0.950366,1276
3,82.0953,0.217993,0.925498,1273
4,109.012,0.135036,0.619121,1274
5,135.928,0.157295,0.763335,1276
6,164.191,0.195159,0.869744,1275
13,357.99,0.176078,0.864889,1276
14,386.252,0.207556,0.904037,1275
15,415.86,0.300965,0.731941,1272
16,442.776,0.191901,0.78386,1277
17,472.385,0.173097,0.747497,1276
18,501.993,0.186732,0.755384,1254
19,530.255,0.173895,0.797018,1273
20,559.863,0.197628,0.792758,1272
21,589.471,0.130421,0.635265,1274
22,619.08,0.211278,0.923765,1274
23,648.688,0.225853,0.944216,1275
24,679.642,0.264044,0.967582,1278
25,710.596,0.248947,0.934817,1276
26,741.55,0.242749,0.943178,1273
27,771.158,0.27263,0.971466,1274
28,803.458,0.275676,0.948374,1266
29,834.412,0.355608,0.988635,1267
30,866.711,0.335731,0.987146,1267
31,899.011,0.332632,0.954018,1276
32,931.311,0.358994,0.905028,1277
34,997.256,0.501385,0.99481,1103
35,1030.9,0.432827,0.993726,1188
36,1064.55,0.452755,0.993077,1266
37,1096.85,0.486923,0.998592,1187
42,1240.85,0.660877,0.985987,827
43,1275.84,0.750681,0.989791,748
44,1312.18,0.75241,0.986965,719
45,1349.86,0.898036,0.990981,632
46,1386.2,0.907207,0.994817,607
47,1423.88,0.99915,0.999386,587
48,1462.91,1.02209,0.98625,525
49,1500.6,1.18353,0.990661,437
52,1620.37,1.20029,0.966898,448
54,1699.78,1.32656,0.992775,417
56,1776.49,1.60995,0.999872,362
94,3102.13,2.05223,0.714537,401
