partial,f,sigma,r2,fittedFrameCount
1,174.957,0.232597,0.843062,1014
3,523.526,0.223805,0.723474,1014
4,698.483,0.255541,0.819627,1014
5,874.786,0.226819,0.69274,1009
6,1049.74,0.361198,0.945404,1003
7,1226.05,0.273734,0.759689,1005
8,1403.7,0.320006,0.80782,1008
9,1581.34,0.353954,0.892549,1005
10,1760.34,0.369028,0.898935,1004
11,1939.33,0.553511,0.881243,717
12,2121.02,0.500177,0.925064,1011
13,2304.05,0.530441,0.940858,986
17,2670.12,0.577236,0.913957,764
18,2855.84,0.756752,0.913155,548
19,3231.33,1.00107,0.775208,482
22,3613.54,1.67894,0.865989,627
