partial,f,sigma,r2,fittedFrameCount
1,61.908,0.219005,0.866854,1272
2,123.816,0.314044,0.960521,1269
3,184.378,0.221168,0.68182,1273
4,246.286,0.213391,0.61075,1272
5,308.194,0.221066,0.800375,1272
6,370.102,0.177165,0.790424,1273
9,555.826,0.197783,0.780104,1267
10,617.734,0.243287,0.876977,1271
12,742.896,0.197586,0.685359,1270
13,804.803,0.24312,0.679109,1270
14,866.711,0.17387,0.731245,1274
15,929.965,0.184988,0.63206,1269
16,993.219,0.231393,0.763853,1273
17,1056.47,0.27139,0.855104,1273
18,1118.38,0.258614,0.802711,1271
19,1182.98,0.25744,0.766859,1268
20,1247.58,0.273722,0.75214,1259
21,1312.18,0.351093,0.960284,1263
35,2295.98,0.437633,0.973277,1219
45,2854.5,0.659556,0.954326,605
49,2924.48,0.804076,0.935199,478
50,2998.5,0.72238,0.893617,550
