partial,f,sigma,r2,fittedFrameCount
1,65.9454,0.209295,0.87657,1275
2,130.545,0.35955,0.900658,1268
3,196.49,0.241955,0.922271,1273
5,327.036,0.167867,0.692235,1275
6,391.635,0.187096,0.775879,1275
7,457.581,0.196319,0.772723,1272
9,588.126,0.238077,0.854744,1273
11,720.016,0.241763,0.918344,1269
12,785.962,0.19242,0.737971,1273
14,919.199,0.153096,0.651203,1270
16,1051.09,0.292161,0.896419,1267
17,1118.38,0.249586,0.814792,1268
18,1184.33,0.224651,0.784723,1270
19,1252.96,0.318501,0.873855,1270
43,2643.2,0.609739,0.938036,731
44,2715.88,0.639945,0.934374,659
45,3085.98,1.26702,0.840451,752
