partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.188045,0.801692,1272
4,277.24,0.269089,0.790822,1226
5,345.877,0.19891,0.840585,1274
7,484.497,0.209419,0.870531,1272
8,554.48,0.211524,0.788836,1273
10,693.1,0.222415,0.855429,1272
11,763.083,0.188365,0.798071,1271
12,833.066,0.201721,0.731044,1272
13,903.049,0.191019,0.768459,1273
14,974.377,0.198686,0.637169,1168
15,1044.36,0.276975,0.870105,1266
16,1114.34,0.258205,0.828154,1272
17,1185.67,0.241876,0.790795,1268
18,1255.65,0.28684,0.890463,1267
19,1328.33,0.355314,0.907749,1256
41,2727.99,0.634296,0.974152,745
43,2804.7,0.582273,0.946534,761
44,3199.03,1.17757,0.900133,880
