partial,f,sigma,r2,fittedFrameCount
1,156.116,0.301149,0.860784,1015
2,310.886,0.234818,0.648307,1015
3,467.001,0.206828,0.719771,1013
4,621.771,0.196176,0.740477,1016
5,777.887,0.225018,0.728474,1015
6,935.349,0.300373,0.716823,1010
7,1091.46,0.332821,0.876642,1005
8,1248.93,0.25169,0.636641,1013
9,1406.39,0.336978,0.914624,1011
10,1565.19,0.338403,0.85777,1013
11,1725.35,0.49217,0.99595,1009
19,2861.22,0.840317,0.873294,530
21,3028.11,0.966968,0.812356,614
22,3196.33,1.26381,0.799476,562
23,3365.91,1.97105,0.798941,342
24,3707.75,2.42492,0.771307,360
26,3881.36,1.50398,0.772904,681
28,4233.97,3.14348,0.862025,335
