partial,f,sigma,r2,fittedFrameCount
1,72.6746,0.22574,0.922454,1269
2,146.695,0.162153,0.633491,1271
3,219.37,0.211062,0.75035,1273
7,514.105,0.182103,0.73989,1271
8,588.126,0.208223,0.782998,1271
9,660.8,0.208216,0.682717,1253
10,734.821,0.222107,0.789197,1266
11,808.841,0.173203,0.605483,1238
12,882.861,0.219972,0.736941,1269
13,956.882,0.246687,0.802573,1270
14,1032.25,0.218714,0.760705,1272
15,1106.27,0.237597,0.733776,1271
16,1181.63,0.385363,0.894893,1132
17,1257,0.301415,0.815219,1033
18,1331.02,0.426714,0.930926,1148
19,1407.73,0.363461,0.973754,1264
39,2733.37,0.589797,0.912811,654
41,2897.56,0.554918,0.899804,720
43,3001.19,1.21663,0.880705,811
