partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.262403,0.958645,1268
2,154.77,0.236477,0.952133,1270
3,232.828,0.139892,0.626566,1271
4,310.886,0.171908,0.724238,1271
6,467.001,0.214471,0.729385,1267
7,545.059,0.230098,0.868336,1271
8,623.117,0.232785,0.76942,1272
10,779.233,0.217963,0.75237,1266
11,857.291,0.228995,0.753351,1270
12,935.349,0.23761,0.796242,1268
13,1014.75,0.236909,0.784275,1272
14,1094.16,0.205748,0.661334,1247
15,1172.21,0.351445,0.917846,1144
16,1251.62,0.294947,0.721344,1262
17,1332.37,0.50091,0.969345,1136
18,1411.77,0.28974,0.874652,1266
19,1492.52,0.310478,0.906791,1263
37,3076.56,0.670965,0.838784,627
43,3165.38,1.0842,0.881631,998
44,3239.4,0.838317,0.795007,1056
