partial,f,sigma,r2,fittedFrameCount
1,174.957,0.202799,0.852303,1268
2,348.569,0.277428,0.896462,1264
3,523.526,0.226928,0.853556,1264
4,698.483,0.117951,0.60674,1273
5,874.786,0.312089,0.820917,1044
6,1049.74,0.350679,0.818594,909
8,1403.7,0.298349,0.785825,1260
9,1581.34,0.247138,0.710417,1264
10,1760.34,0.292514,0.891427,1256
11,1939.33,0.255692,0.775248,1248
12,2121.02,0.300504,0.858822,1260
13,2304.05,0.343523,0.675618,852
17,2670.12,0.268003,0.751926,1179
18,2855.84,0.502058,0.907018,809
19,3231.33,0.41162,0.797253,1022
21,3422.43,0.733407,0.824525,697
22,3613.54,0.456622,0.820132,984
23,4201.67,0.653199,0.933131,809
27,5013.2,1.00662,0.779882,442
31,5862.41,1.49062,0.832863,332
35,6080.44,2.62779,0.829657,324
36,6752,3.49685,0.858806,318
39,7449.14,5.06278,0.83276,174
42,7930.95,5.73224,0.891547,177
