partial,f,sigma,r2,fittedFrameCount
1,36.3373,0.16525,0.946814,1709
2,72.6746,0.162419,0.942893,1706
3,109.012,0.123299,0.820257,1705
4,146.695,0.138501,0.899454,1706
5,183.032,0.127822,0.831049,1705
6,219.37,0.106834,0.730271,1706
7,255.707,0.126265,0.880543,1706
8,292.044,0.136106,0.897095,1704
9,329.727,0.098947,0.646568,1705
10,366.064,0.102112,0.646973,1705
11,403.748,0.111364,0.752995,1705
12,440.085,0.130854,0.788263,1704
13,477.768,0.186136,0.946228,1703
14,514.105,0.166839,0.932441,1702
15,551.788,0.169512,0.912348,1698
16,589.471,0.169456,0.928323,1705
17,627.155,0.190139,0.94785,1704
18,664.838,0.203541,0.946782,1701
19,702.521,0.207281,0.941822,1687
20,740.204,0.188992,0.934218,1701
21,777.887,0.219185,0.975808,1698
22,816.916,0.219176,0.975842,1699
23,854.599,0.224455,0.949603,1697
24,893.628,0.268308,0.986601,1702
25,934.003,0.290873,0.990845,1700
26,974.377,0.309855,0.992632,1701
27,1028.21,2.79705,0.955684,176
28,1073.97,0.387741,0.955575,1327
29,1110.31,0.374966,0.966099,1329
33,1287.95,0.486874,0.991469,1155
34,1331.02,0.482232,0.972636,1120
35,1371.4,0.613246,0.946949,1017
36,1413.12,0.530618,0.977023,1007
37,1454.84,0.560753,0.988635,1054
38,1496.56,0.548746,0.991803,1025
39,1543.66,3.25961,0.96271,188
40,1581.34,0.632182,0.985769,860
41,1624.41,0.651807,0.985442,883
42,1667.48,0.660663,0.988507,860
43,1710.54,0.696738,0.976976,795
44,1753.61,0.762868,0.96416,730
45,1799.37,0.775143,0.970757,730
50,2057.77,2.84674,0.977121,215
51,2112.95,0.983315,0.989863,593
52,2160.05,1.11002,0.985443,510
53,2207.15,1.00762,0.992354,545
54,2254.26,1.15282,0.964624,465
55,2301.36,1.11638,0.96626,447
56,2348.46,1.10221,0.983458,477
57,2398.26,1.16028,0.980623,469
60,2570.53,1.39676,0.989688,399
65,2849.11,1.52559,0.984213,340
67,2955.43,1.8095,0.994426,294
69,3084.63,1.5873,0.948044,636
79,3170.76,1.27171,0.885536,684
80,3597.39,0.425597,0.720639,1286
88,3855.79,0.525734,0.719548,1163
92,4628.29,1.01012,0.774294,803
