partial,f,sigma,r2,fittedFrameCount
1,138.62,0.196076,0.752316,1268
2,277.24,0.247349,0.873429,1268
3,415.86,0.260124,0.94029,1266
4,554.48,0.276191,0.927944,1266
5,693.1,0.174159,0.747445,1271
6,833.066,0.226777,0.857152,1269
7,971.686,0.326097,0.851632,1252
8,1111.65,0.247871,0.896707,1263
9,1252.96,0.225451,0.790701,1263
10,1392.93,0.207583,0.634592,1259
11,1535.59,0.235619,0.785336,1264
12,1680.94,0.330511,0.952421,1244
21,2691.65,0.323351,0.872736,1210
22,3139.81,0.366429,0.935925,1284
25,3291.89,0.402705,0.943969,1285
26,3910.97,0.464492,0.856346,1005
31,4390.08,0.539413,0.834423,818
34,4551.58,0.823855,0.870293,601
35,5387.34,1.08024,0.832114,446
39,5559.6,1.28314,0.80992,382
40,5909.52,2.12301,0.78896,363
42,6815.26,3.01306,0.740796,229
47,7189.4,2.58659,0.82577,397
49,8165.12,3.59664,0.845163,311
