partial,f,sigma,r2,fittedFrameCount
1,117.087,0.179176,0.863696,1697
2,232.828,0.197174,0.938417,1693
4,465.656,0.197743,0.911637,1693
5,582.742,0.181537,0.918012,1695
6,699.829,0.126955,0.82465,1703
7,816.916,0.151556,0.607776,1684
8,934.003,0.14447,0.720184,1697
9,1051.09,0.160695,0.746034,1690
10,1169.52,0.23094,0.659368,1254
11,1289.3,0.221771,0.91357,1652
20,2457.48,2.89634,0.994158,197
21,2575.91,3.17752,0.982234,186
24,2995.81,0.346607,0.898406,1163
25,2744.14,0.417205,0.993485,1231
26,3123.66,0.402388,0.948154,1522
29,3250.17,0.362028,0.918527,1354
30,3508.57,0.547355,0.886913,918
32,3639.11,0.477534,0.850201,1001
33,4306.64,0.620388,0.839744,707
38,4581.19,0.874885,0.917004,598
40,4719.81,0.806839,0.892782,633
41,5001.09,0.942507,0.797177,481
43,5577.1,1.28425,0.778294,357
46,5723.79,1.52298,0.673435,346
47,5873.18,2.17659,0.80162,353
48,6173.3,2.9048,0.912015,369
50,6791.03,2.12001,0.812995,511
53,7111.34,2.96789,0.841821,362
