partial,f,sigma,r2,fittedFrameCount
1,28.2623,0.206153,0.968946,1709
2,57.8705,0.218702,0.981668,1701
3,86.1328,0.175252,0.96039,1702
4,115.741,0.15352,0.928753,1705
5,145.349,0.159196,0.944812,1705
6,173.611,0.120178,0.768284,1706
7,203.22,0.101794,0.66634,1705
8,232.828,0.106282,0.841993,1655
9,261.09,0.10864,0.718634,1706
10,290.698,0.152006,0.922274,1706
11,320.306,0.110108,0.69786,1706
12,349.915,0.129013,0.83103,1699
13,380.869,0.16048,0.947146,1703
14,410.477,0.12655,0.785345,1703
15,440.085,0.175974,0.944404,1703
16,471.039,0.168222,0.896974,1704
17,501.993,0.16267,0.917028,1702
18,532.947,0.204015,0.971623,1699
19,563.901,0.180877,0.937371,1698
20,594.855,0.220618,0.979578,1699
21,625.809,0.19833,0.880877,1698
22,658.109,0.230687,0.972056,1694
23,690.408,0.22251,0.96175,1696
24,721.362,0.227366,0.974514,1701
25,753.662,0.243851,0.981583,1697
26,787.308,0.260975,0.988913,1692
27,820.953,0.280433,0.990975,1681
28,854.599,0.296505,0.986533,1677
29,888.245,0.341224,0.993399,1611
30,921.89,0.329141,0.993631,1638
31,956.882,0.350087,0.998063,1591
32,990.527,0.411936,0.990827,1306
37,1137.22,0.556838,0.99213,964
38,1172.21,0.542533,0.986264,1029
39,1207.21,0.565963,0.985714,938
40,1244.89,0.618597,0.986486,892
41,1282.57,0.66637,0.989962,869
42,1320.25,0.736381,0.969518,706
43,1359.28,0.979383,0.947418,554
44,1398.31,0.833168,0.95372,646
45,1437.34,0.85918,0.990584,658
46,1477.72,0.915224,0.999617,644
47,1518.09,0.950063,0.983707,601
48,1559.81,0.93634,0.980129,603
49,1601.53,1.17743,0.996434,524
51,1674.21,0.958549,0.959083,602
52,1707.85,1.16974,0.98833,474
53,1741.5,1.01531,0.959923,578
55,1816.86,1.41471,0.972466,360
56,1859.93,1.36477,0.98596,408
57,1904.34,1.52075,0.974308,334
58,1950.1,1.5235,0.98737,359
59,1994.51,1.59458,0.959399,350
60,2042.96,1.31933,0.917567,422
61,2088.72,1.72963,0.975677,281
62,2135.82,1.89876,0.987281,288
68,2382.11,2.26285,0.987022,251
72,2588.02,2.52356,0.999812,226
73,2643.2,2.55362,0.990057,238
74,2694.34,2.60639,0.996994,218
76,2793.93,2.64393,0.944072,202
86,3030.8,0.485506,0.722742,1239
91,3084.63,0.44953,0.738375,1303
92,3262.28,0.436256,0.769316,1272
96,3508.57,0.36115,0.796543,1457
