partial,f,sigma,r2,fittedFrameCount
1,52.4872,0.208849,0.744805,1701
2,103.629,0.162539,0.901407,1702
3,154.77,0.173214,0.766558,1703
4,207.257,0.126201,0.772249,1703
5,258.398,0.191066,0.899642,1702
6,310.886,0.159891,0.847658,1703
7,363.373,0.150732,0.667729,1703
9,467.001,0.175949,0.748481,1701
10,519.489,0.172277,0.704926,1703
12,623.117,0.150623,0.680116,1703
13,675.604,0.159056,0.632223,1701
14,728.091,0.194435,0.760147,1692
15,780.579,0.179467,0.727597,1701
16,833.066,0.175649,0.712927,1703
17,886.899,0.165294,0.798777,1701
18,939.386,0.180241,0.717901,1695
19,993.219,0.254962,0.907708,1695
20,1047.05,0.331737,0.88927,1510
21,1102.23,0.269302,0.938873,1679
22,1157.41,0.239415,0.868727,1691
32,1754.96,0.508741,0.915338,956
33,1811.48,0.497742,0.939409,988
34,1868.01,0.608755,0.921531,721
35,1924.53,0.538962,0.914909,870
36,1981.05,0.507663,0.963796,1043
37,2037.58,0.5631,0.9722,1031
38,2098.14,0.534531,0.960736,911
39,2161.4,1.26755,0.678784,173
52,2625.71,0.936854,0.931627,445
53,2932.55,1.49291,0.900976,309
58,3602.77,0.589577,0.777123,1266
