partial,f,sigma,r2,fittedFrameCount
1,82.0953,0.184216,0.934762,1696
2,164.191,0.262008,0.981616,1679
3,246.286,0.387946,0.988338,1215
4,329.727,0.184001,0.792103,1699
5,411.823,0.13386,0.769382,1701
6,493.918,0.221854,0.887872,1696
7,577.359,0.201493,0.744171,1686
8,659.454,0.180998,0.837774,1702
11,908.432,0.213044,0.895697,1695
12,991.873,0.132445,0.679219,1696
14,1158.76,0.222882,0.902947,1686
15,1243.54,0.191142,0.752229,1688
16,1326.98,0.670952,0.854818,527
17,1411.77,0.205403,0.891985,1698
18,1496.56,0.182129,0.768103,1698
19,1581.34,0.217518,0.701117,1484
35,2627.05,0.463342,0.923137,924
36,2717.22,0.502311,0.826838,766
37,3419.74,1.50849,0.878309,635
