partial,f,sigma,r2,fittedFrameCount
1,103.629,0.130795,0.840238,1701
2,207.257,0.273633,0.97668,1693
3,310.886,0.147438,0.893165,1699
4,414.514,0.246488,0.916804,1699
5,519.489,0.161873,0.890094,1701
6,623.117,0.17749,0.936035,1699
8,831.72,0.129569,0.680221,1701
9,936.694,0.183084,0.927003,1696
11,1146.64,0.164753,0.714731,1698
12,1251.62,0.428287,0.932169,900
14,1464.26,0.192828,0.913978,1693
15,1570.58,0.32653,0.972196,1343
16,1676.9,0.332737,0.962347,1254
18,1892.23,0.216664,0.82814,1688
19,2001.24,0.14608,0.694009,1704
20,2108.91,0.356797,0.87494,1371
21,2219.27,0.316113,0.927868,1590
22,2328.28,0.19658,0.846076,1694
23,2438.64,0.171018,0.831901,1701
25,2662.04,0.256089,0.770434,1266
28,2773.75,0.313095,0.830878,1180
31,3229.98,0.417173,0.863293,1061
35,3345.72,0.682705,0.779071,1048
36,4057.66,1.03985,0.899323,989
43,4178.79,0.8769,0.866499,1085
44,4929.76,2.1258,0.895896,512
50,5188.16,1.28329,0.874164,744
