partial,f,sigma,r2,fittedFrameCount
1,146.695,0.175779,0.834047,1272
2,293.39,0.173963,0.847478,1272
3,440.085,0.199035,0.834605,1270
4,586.78,0.320012,0.921119,1263
5,734.821,0.196317,0.84572,1271
6,882.861,0.248121,0.853279,1269
7,1030.9,0.294797,0.900433,1256
8,1178.94,0.246153,0.786855,1271
9,1326.98,0.273347,0.896952,1265
11,1627.1,0.215699,0.917775,1270
20,2701.07,0.301405,0.685673,1145
21,3015.99,0.350525,0.894803,1290
23,3176.15,0.412605,0.791107,1113
24,3499.15,0.502472,0.841845,789
26,3994.41,1.06141,0.789149,783
30,4851.7,1.36579,0.896702,711
