partial,f,sigma,r2,fittedFrameCount
1,72.6746,0.144586,0.906139,1702
2,146.695,0.199388,0.940879,1697
3,219.37,0.231068,0.819839,1701
4,293.39,0.199234,0.968611,1697
5,366.064,0.153592,0.813096,1701
6,440.085,0.135034,0.757679,1699
7,514.105,0.193938,0.62219,1697
8,586.78,0.140065,0.805996,1700
9,660.8,0.146187,0.634661,1702
10,734.821,0.162661,0.770197,1698
11,808.841,0.144672,0.751794,1700
12,882.861,0.1414,0.65989,1698
13,956.882,0.145081,0.722367,1696
14,1032.25,0.164451,0.668812,1699
16,1181.63,0.252948,0.880278,1696
17,1255.65,0.27087,0.934035,1696
18,1331.02,0.26749,0.756734,1294
19,1407.73,0.183621,0.806182,1699
39,2896.22,0.626125,0.89026,702
43,2979.66,0.66268,0.898282,648
44,3060.41,0.974217,0.939899,1050
