partial,f,sigma,r2,fittedFrameCount
1,98.2452,0.244365,0.975027,1694
2,195.145,0.240507,0.980488,1693
3,293.39,0.134926,0.794388,1699
4,391.635,0.24011,0.898129,1699
5,489.88,0.160347,0.864431,1701
6,588.126,0.162226,0.889347,1702
8,784.616,0.189468,0.899314,1699
9,884.207,0.184633,0.861491,1688
11,1082.04,0.156883,0.735212,1701
12,1181.63,0.129198,0.64393,1699
14,1380.82,0.183641,0.804036,1687
15,1481.75,0.287852,0.898305,1234
16,1581.34,0.258727,0.964648,1692
17,1682.28,0.236112,0.911455,1691
18,1784.56,0.258187,0.891932,1510
19,1886.85,0.262608,0.829527,1297
20,1989.13,0.161814,0.714348,1706
21,2091.41,0.21031,0.762402,1692
22,2195.04,0.256755,0.825223,1556
23,2300.02,0.222531,0.722006,1427
30,2612.25,0.287133,0.821093,1214
32,3040.22,0.510846,0.878165,1117
35,3147.89,0.73907,0.833834,1069
36,3927.12,1.16584,0.892288,891
44,4042.86,0.743988,0.8254,1146
45,4988.97,0.744577,0.708706,1134
