partial,f,sigma,r2,fittedFrameCount
1,174.957,0.165719,0.840983,1272
2,348.569,0.221082,0.893287,1270
3,523.526,0.204494,0.894433,1269
4,698.483,0.164442,0.823004,1273
5,874.786,0.280844,0.876523,1267
6,1049.74,0.279051,0.819926,1264
8,1403.7,0.250837,0.807945,1265
10,1760.34,0.275747,0.901432,1263
11,1939.33,0.227926,0.729571,1255
12,2121.02,0.259435,0.788729,1265
13,2304.05,0.339671,0.818681,1116
18,2855.84,0.436276,0.942713,1054
19,3231.33,0.469749,0.732831,827
21,3422.43,0.820055,0.707742,580
22,3613.54,0.568437,0.789056,743
23,4201.67,1.20799,0.873465,857
27,5013.2,1.72977,0.780099,592
31,5862.41,3.12801,0.764479,249
