partial,f,sigma,r2,fittedFrameCount
1,138.62,0.180617,0.832972,1271
2,277.24,0.199739,0.885693,1271
3,415.86,0.222269,0.93525,1270
4,554.48,0.243369,0.951502,1270
5,693.1,0.147916,0.76679,1274
6,833.066,0.237435,0.90957,1271
7,971.686,0.282236,0.778886,1264
8,1111.65,0.225879,0.917424,1269
9,1252.96,0.332223,0.963922,1249
10,1392.93,0.186061,0.729112,1265
11,1535.59,0.207514,0.713138,1268
21,2691.65,0.336287,0.663022,778
22,3139.81,0.36367,0.907386,1172
25,3291.89,0.399553,0.899432,1117
26,3910.97,0.581379,0.708677,689
34,5387.34,1.75131,0.865887,590
39,5559.6,1.39284,0.816652,690
40,5908.17,1.72675,0.776156,559
