partial,f,sigma,r2,fittedFrameCount
1,34.9915,0.184875,0.954861,1704
2,68.6371,0.168064,0.951359,1702
3,103.629,0.132903,0.897922,1705
4,137.274,0.129547,0.852006,1705
5,172.266,0.129552,0.886587,1703
6,207.257,0.0898836,0.608259,1706
7,242.249,0.131695,0.848966,1707
8,275.894,0.135648,0.899811,1709
9,310.886,0.128415,0.883738,1707
10,345.877,0.123933,0.821642,1706
11,380.869,0.138686,0.856228,1705
12,415.86,0.126273,0.816746,1703
13,450.851,0.156451,0.890892,1703
15,520.834,0.178167,0.945276,1705
16,557.172,0.160268,0.910725,1707
17,592.163,0.190342,0.954244,1703
18,627.155,0.206377,0.970381,1701
19,663.492,0.216819,0.970522,1699
20,699.829,0.187244,0.927816,1563
21,736.166,0.200749,0.960132,1697
22,772.504,0.199216,0.954745,1699
23,808.841,0.221787,0.976426,1698
24,845.178,0.228705,0.963053,1707
25,881.516,0.252147,0.97841,1699
26,919.199,0.266012,0.986026,1696
27,956.882,0.290312,0.993141,1696
28,998.602,0.391792,0.781086,799
29,1033.59,0.316014,0.981164,1668
30,1072.62,0.335426,0.995259,1639
37,1379.47,0.583713,0.95382,945
38,1421.19,0.51241,0.980628,1053
39,1460.22,0.513918,0.977578,913
40,1499.25,0.542408,0.977358,898
41,1543.66,0.5857,0.979037,920
42,1584.04,0.624795,0.981143,887
43,1625.76,0.626564,0.982677,850
44,1668.82,0.642116,0.991435,859
45,1710.54,0.706765,0.976611,756
46,1753.61,0.695432,0.959413,743
47,1796.68,0.748954,0.964847,673
49,1882.81,0.821302,0.957766,583
50,1927.22,0.967963,0.996676,606
51,1971.63,0.978058,0.993773,590
71,2997.15,1.74571,0.844477,251
