partial,f,sigma,count,meanR2,meanFittedFrameCount
1,2652.62,3.62118,5,0.965096,183.6
2,5423.14,7.22492,5,0.99641,152.6
3,8321.24,21.4356,4,0.888781,37
4,11462.4,24.1334,1,0.840763,37
