partial,f,sigma,count,meanR2,meanFittedFrameCount
1,831.72,0.603093,5,0.745428,508.4
2,1669.63,1.00321,5,0.931537,495.6
3,2516.15,1.83587,5,0.974642,372.6
4,3379.37,3.33212,5,0.96301,239.2
5,4397.35,4.56744,5,0.953891,226.2
6,5177.39,5.29505,3,0.954737,144.333
7,5180.08,6.30704,2,0.916178,164
8,6120.14,7.09435,4,0.949336,144.25
9,7096.54,10.2632,3,0.940724,86.3333
10,8101.87,4.76845,2,0.665602,175.5
