partial,f,sigma,count,meanR2,meanFittedFrameCount
1,78.0579,0.316185,5,0.933356,1265.6
2,154.77,0.247954,5,0.84398,1268.4
3,232.828,0.199519,5,0.744699,1268.8
4,310.886,0.168272,5,0.679955,1270.8
5,388.943,0.207242,2,0.655196,1271
6,467.001,0.196171,5,0.680056,1269.2
7,545.059,0.259816,5,0.862956,1267.2
8,623.117,0.238469,5,0.773132,1270
10,779.233,0.215955,5,0.746003,1266
11,857.291,0.23561,5,0.766025,1266.2
12,936.425,0.247176,5,0.822491,1268.2
13,1014.75,0.260504,5,0.825884,1271.2
14,1094.16,0.229957,5,0.735868,1260.6
15,1173.02,0.37744,5,0.917734,1124.4
16,1251.89,0.310835,5,0.776288,1206.6
17,1332.64,0.539981,5,0.947226,1009.4
18,1411.77,0.304647,5,0.882708,1262.2
19,1492.52,0.32631,5,0.904519,1261.8
20,1574.62,0.32025,3,0.888964,1242
21,1656.71,0.644394,1,0.937975,760
27,2186.97,0.732202,2,0.913982,589
29,2345.77,1.21708,1,0.933011,321
36,2987.73,0.630025,2,0.969988,878
37,3076.83,0.604808,5,0.947006,1031
43,3162.96,0.720717,5,0.922315,1016.8
44,3239.4,0.761281,5,0.902854,862.2
45,3518.32,1.0843,4,0.891191,614
49,3746.44,1.04712,4,0.899286,604.25
51,3884.5,1.47551,3,0.874867,557
53,4321.44,2.10615,3,0.939789,465.667
54,5399.45,1.88609,3,0.887333,329
68,5550.63,2.02994,3,0.871458,381
70,6482.84,4.40052,2,0.926707,256
78,8638.85,4.62279,1,0.809889,158
