partial,f,sigma,r2,fittedFrameCount
1,39.0289,0.177257,0.813069,1277
2,78.0579,0.166341,0.79886,1275
3,115.741,0.160728,0.818593,1276
4,154.77,0.127264,0.703837,1277
5,193.799,0.16263,0.814577,1276
6,232.828,0.168302,0.823121,1214
7,271.857,0.173518,0.856288,1257
8,310.886,0.113128,0.621465,1278
9,349.915,0.147216,0.719603,1277
10,388.943,0.179929,0.848872,1275
11,427.972,0.150301,0.764927,1277
12,467.001,0.22438,0.916181,1273
13,506.03,0.186055,0.867516,1273
14,545.059,0.201419,0.89084,1270
15,585.434,0.240175,0.950762,1271
16,624.463,0.187796,0.802917,1274
17,664.838,0.195433,0.815913,1269
18,703.867,0.201306,0.89825,1274
19,745.587,0.213669,0.924294,1273
20,784.616,0.242313,0.930841,1273
21,824.991,0.229254,0.857091,1269
22,866.711,0.244217,0.912503,1268
23,907.086,0.315997,0.983879,1270
24,947.461,0.285347,0.924345,1272
25,990.527,0.325057,0.956034,1264
26,1032.25,0.364346,0.965903,1246
27,1099.54,2.83478,0.96333,200
35,1454.84,0.548464,0.975786,995
36,1500.6,0.539225,0.967488,1008
37,1545.01,0.603992,0.971631,898
38,1588.07,0.581559,0.985495,964
39,1633.83,0.7102,0.97776,818
40,1678.24,0.66692,0.989802,827
41,1724,0.713265,0.999521,813
42,1769.76,0.77721,0.988635,718
43,1816.86,0.834686,0.993696,678
44,1862.62,0.854162,0.98239,631
45,1909.73,0.87936,0.954423,640
46,1956.83,0.919404,0.973498,613
53,2345.77,1.06281,0.986218,528
54,2396.91,1.23832,0.999619,457
55,2449.4,1.22409,0.981588,454
56,2499.2,1.26969,0.984755,397
57,2550.34,1.16852,0.984079,473
58,2602.83,1.28804,0.966658,392
59,2655.31,1.22515,0.973147,430
60,2707.8,1.34631,0.970162,392
67,3034.84,1.76768,0.99416,441
74,3302.66,1.96608,0.995105,398
79,3614.89,2.43395,0.957154,282
84,4643.1,4.4532,0.941292,164
