partial,f,sigma,r2,fittedFrameCount
1,391.635,0.525335,0.799879,746
2,784.616,0.377054,0.709966,752
3,1178.94,0.486302,0.832751,745
4,1575.96,0.472765,0.86719,741
5,1975.67,0.592891,0.903679,749
6,2380.76,0.665759,0.933182,729
7,2788.55,0.810266,0.942225,571
9,3201.72,1.2086,0.950678,546
10,3622.96,1.59554,0.947542,394
11,4482.94,2.45592,0.907596,253
13,4925.72,2.99461,0.903714,210
15,5838.19,5.10526,0.905835,154
17,6797.76,8.2055,0.936109,134
19,7797.71,3.23121,0.632395,250
