partial,f,sigma,r2,fittedFrameCount
1,36.3373,0.216404,0.911866,1274
2,72.6746,0.184114,0.877016,1275
3,109.012,0.147553,0.691455,1276
4,146.695,0.146851,0.778716,1276
6,219.37,0.145497,0.623427,1276
7,255.707,0.157126,0.813993,1276
8,293.39,0.195078,0.918907,1273
9,329.727,0.110356,0.611464,1253
10,366.064,0.147431,0.728199,1276
11,403.748,0.160372,0.666483,1274
12,440.085,0.179829,0.701771,1274
13,477.768,0.229154,0.943894,1272
14,514.105,0.184605,0.893733,1272
15,551.788,0.161334,0.719263,1275
16,589.471,0.177729,0.781952,1274
17,627.155,0.235809,0.935301,1272
18,664.838,0.221753,0.883655,1271
19,702.521,0.204513,0.797354,1271
20,740.204,0.194641,0.879761,1273
21,777.887,0.205315,0.873812,1271
22,816.916,0.221572,0.919122,1271
23,854.599,0.242763,0.933683,1261
24,893.628,0.279986,0.947356,1274
25,934.003,0.3096,0.947667,1271
27,1028.21,1.77692,0.933814,262
28,1065.89,0.8845,0.993881,565
34,1331.02,0.463236,0.978906,1208
35,1371.4,0.487801,0.985863,1108
36,1413.12,0.543994,0.983681,1001
37,1454.84,0.564784,0.965544,961
38,1496.56,0.536092,0.99584,1061
39,1540.97,0.559325,0.85159,852
40,1581.34,0.753196,0.947165,755
41,1624.41,0.665319,0.956031,780
42,1667.48,0.656378,0.974732,816
43,1710.54,0.716979,0.992886,814
44,1753.61,0.814097,0.926792,619
45,1799.37,0.868312,0.92064,567
50,2055.08,2.91277,0.980232,201
51,2112.95,0.988914,0.982493,559
52,2160.05,1.07652,0.956578,498
53,2207.15,1.00432,0.973609,551
54,2254.26,1.15117,0.934094,435
55,2301.36,1.17198,0.955249,450
56,2349.81,1.05057,0.984605,503
57,2398.26,1.16018,0.98589,459
58,2448.06,1.1847,0.994646,459
60,2570.53,1.38405,0.98924,399
63,2744.14,1.15898,0.998275,447
65,2849.11,1.42492,0.982304,397
66,2902.94,1.46648,0.973576,337
67,2955.43,1.78385,0.999844,324
69,3084.63,1.93278,0.989026,408
79,3170.76,1.94048,0.97735,372
80,3597.39,3.74661,0.952381,205
84,4628.29,2.4151,0.978834,294
