partial,f,sigma,r2,fittedFrameCount
1,43.0664,0.246612,0.820976,1276
2,87.4786,0.203415,0.874642,1274
3,130.545,0.266756,0.960013,1271
4,173.611,0.286098,0.94674,1271
5,218.024,0.229344,0.785112,1271
6,261.09,0.247809,0.953466,1272
7,305.502,0.198602,0.632584,1275
9,392.981,0.17358,0.657399,1274
11,480.46,0.254001,0.848679,1277
13,567.938,0.241405,0.819605,1269
14,612.35,0.241248,0.874562,1266
15,656.763,0.309632,0.824233,1264
16,701.175,0.262807,0.85339,1270
17,745.587,0.234046,0.640749,1268
18,791.345,0.16706,0.714192,1274
19,835.757,0.201629,0.73872,1272
20,881.516,0.223169,0.821345,1271
21,925.928,0.340885,0.88978,1265
22,971.686,0.390469,0.86242,1080
23,1018.79,0.376036,0.91113,1253
24,1065.89,0.311136,0.818446,1250
25,1135.88,0.80766,0.91317,619
26,1180.29,1.31916,0.908707,422
27,1224.7,1.0276,0.873238,478
28,1257,0.432627,0.906231,589
29,1313.53,0.983805,0.95088,480
34,1580,0.672943,0.95752,762
35,1628.45,0.650361,0.926946,750
36,1678.24,0.573746,0.953561,989
37,1728.04,0.598121,0.956787,891
38,1776.49,0.514051,0.968897,1061
39,1826.28,0.671862,0.943543,675
40,1881.46,0.634233,0.919239,820
41,1925.88,0.62512,0.968684,832
42,1977.02,0.697299,0.976411,717
43,2030.85,0.622293,0.98966,932
49,2395.57,0.880565,0.99858,635
50,2448.06,0.827888,0.941883,649
51,2503.23,0.952456,0.978677,592
52,2558.41,0.945015,0.94122,509
53,2613.59,1.02317,0.863663,409
54,2667.43,1.06158,0.964846,540
61,3135.77,1.4511,0.990809,526
70,3492.42,1.34028,0.951644,464
76,3616.23,1.43911,0.974795,493
78,3679.49,2.04969,0.935821,474
79,4388.74,2.11225,0.980965,337
89,4974.17,4.29567,0.903295,198
