partial,f,sigma,r2,fittedFrameCount
1,30.954,0.23323,0.971001,1273
2,61.908,0.221695,0.9409,1277
3,91.5161,0.180996,0.883643,1274
4,122.47,0.16357,0.762788,1275
5,153.424,0.149818,0.804358,1276
6,184.378,0.139692,0.63509,1260
11,339.148,0.124788,0.671507,1256
13,402.402,0.143546,0.645193,1275
14,433.356,0.143212,0.705896,1274
15,469.693,0.186557,0.789966,1274
16,497.955,0.15923,0.813941,1276
17,528.909,0.195116,0.872737,1274
18,561.209,0.178985,0.834076,1275
19,593.509,0.209361,0.871303,1271
20,625.809,0.196325,0.876104,1274
21,659.454,0.201264,0.854958,1271
22,693.1,0.216583,0.841583,1269
23,725.4,0.221544,0.879236,1149
24,772.504,0.602774,0.999989,981
25,804.803,0.644594,0.999945,905
27,861.328,0.266188,0.919264,1265
28,894.974,0.276386,0.940311,1266
29,929.965,0.319977,0.951365,1262
30,964.957,0.385462,0.995447,1262
31,999.948,0.423669,0.955054,1226
32,1034.94,0.360198,0.992718,1272
33,1071.28,0.400679,0.966456,1276
34,1108.96,0.43503,0.994621,1265
35,1143.95,0.478308,0.990582,1164
36,1181.63,0.551912,0.964391,980
37,1217.97,0.518793,0.976438,1068
38,1255.65,0.611312,0.988157,922
39,1293.34,0.55682,0.975056,966
40,1331.02,0.620517,0.980959,871
41,1370.05,0.663493,0.989769,855
42,1410.42,0.643693,0.9884,865
43,1449.45,0.682998,0.985176,789
44,1488.48,0.679445,0.969645,777
45,1528.86,0.778099,0.940054,738
46,1569.23,0.825834,0.982094,660
47,1608.26,0.848304,0.998351,703
48,1651.33,0.820126,0.984899,649
49,1693.05,0.860246,0.999139,675
50,1734.77,0.96971,0.988468,588
51,1776.49,1.02895,0.979258,546
52,1820.9,1.15732,0.963108,473
53,1863.97,1.12142,0.923577,466
54,1907.03,1.24262,0.97423,439
55,1950.1,1.30871,0.999062,452
57,2036.23,1.28102,0.99807,451
64,2345.77,3.99212,0.999756,141
69,2588.02,1.45424,0.997348,356
71,2675.5,2.01882,0.994838,295
72,2726.64,1.871,0.994025,295
73,2777.78,2.06418,0.983968,277
74,2831.62,2.16796,0.998405,259
75,2884.1,2.6918,0.998124,217
76,2936.59,2.07272,0.987335,272
77,2994.46,2.6894,0.982499,189
83,3283.81,2.77875,0.989979,318
93,3571.82,3.93702,0.95367,186
