partial,f,sigma,r2,fittedFrameCount
1,348.569,0.99106,0.984083,476
2,698.483,0.59642,0.934701,800
3,1049.74,0.419781,0.628508,799
4,1402.35,0.825542,0.742341,487
5,1757.65,0.970582,0.887955,434
7,2476.32,0.624545,0.882478,565
8,2842.38,0.539194,0.808078,616
10,3211.14,0.641071,0.919212,852
11,3967.49,1.09676,0.97091,577
13,4355.09,1.31643,0.93524,472
14,5558.26,2.73295,0.938263,231
18,5974.12,3.0777,0.933858,212
19,6831.41,4.49584,0.908129,146
21,7279.57,5.30693,0.886434,127
22,8668.46,6.19453,0.807276,163
26,9154.3,6.34709,0.813496,159
