partial,f,sigma,r2,fittedFrameCount
1,87.4786,0.263742,0.722467,1676
2,174.957,1.01402,0.972908,457
3,261.09,0.357652,0.958792,1499
4,348.569,0.324448,0.85896,1524
5,436.047,0.629886,0.952847,767
6,523.526,0.453527,0.961038,1025
7,611.005,0.325356,0.959208,1521
8,698.483,0.188124,0.676998,1692
9,787.308,0.282462,0.902822,1666
10,874.786,0.552315,0.919347,882
11,963.611,0.255161,0.710598,1688
12,1051.09,1.21144,0.993125,417
13,1139.91,0.305068,0.79257,1461
14,1228.74,0.822819,0.956351,631
15,1317.56,0.335215,0.726207,1171
17,1496.56,0.264781,0.76103,1450
18,1586.73,0.256679,0.619189,1301
19,1676.9,0.393707,0.607389,838
20,1768.41,0.445115,0.634475,657
21,1861.28,0.31965,0.895468,1196
22,1954.14,0.547199,0.705533,713
28,2546.3,2.07486,0.999648,264
29,2635.13,2.13483,0.999254,257
33,2694.34,0.408561,0.887656,971
35,2789.9,0.33471,0.833454,1206
36,3176.15,0.466676,0.904267,1188
40,3472.23,0.505231,0.919784,1063
43,3571.82,0.488308,0.775439,1006
45,4219.16,2.62117,0.909196,377
51,4290.49,0.920418,0.94669,691
52,4823.44,1.15446,0.952135,534
57,5042.81,1.34388,0.944018,442
59,5952.58,1.77046,0.934538,329
67,6189.45,1.99247,0.914382,282
69,6309.23,2.99084,0.867307,276
70,6799.11,3.1734,0.826739,236
74,7174.59,4.47848,0.90807,233
77,9194.68,6.47727,0.926552,162
92,10222.9,3.5615,0.774407,273
