partial,f,sigma,r2,fittedFrameCount
1,72.6746,0.278446,0.91604,1673
2,146.695,0.281075,0.836833,1669
3,219.37,0.304799,0.940227,1658
4,293.39,0.456601,0.983671,1124
5,366.064,0.47109,0.97333,1077
6,440.085,0.379971,0.957115,1346
7,514.105,0.513001,0.955728,1085
8,586.78,0.345305,0.967335,1468
9,660.8,0.273326,0.839448,1621
10,734.821,0.502915,0.969327,896
11,808.841,0.261781,0.836188,1685
12,882.861,0.21824,0.765755,1680
13,956.882,0.195034,0.66587,1686
14,1032.25,0.201825,0.64566,1684
15,1106.27,0.218607,0.778175,1692
16,1181.63,0.285211,0.811248,1210
17,1255.65,0.264959,0.877911,1360
18,1331.02,1.13945,0.837908,401
19,1407.73,0.337895,0.781126,1033
20,1485.79,0.213398,0.735169,1605
27,2063.15,2.35504,0.999857,238
28,2138.52,2.32747,0.998998,231
29,2212.54,2.35151,0.995949,223
30,2287.9,2.79114,0.985174,172
35,2733.37,0.572813,0.918009,920
36,2815.47,0.58182,0.923794,750
37,2896.22,0.582787,0.954555,944
38,2978.31,0.641433,0.966117,803
39,3061.75,0.634045,0.959947,1139
45,3652.57,0.859567,0.954189,744
52,4270.3,1.1144,0.927041,547
53,5005.12,1.55543,0.966643,420
67,5202.96,1.75845,0.938337,357
69,6002.38,2.81037,0.929271,242
77,6099.28,2.57258,0.922539,248
78,8004.97,2.94983,0.891139,200
94,8188,1.81877,0.677216,419
