partial,f,sigma,r2,fittedFrameCount
1,28.2623,0.215628,0.978448,1706
2,57.8705,0.220261,0.976171,1698
3,86.1328,0.177212,0.961046,1702
4,115.741,0.15785,0.937185,1704
5,145.349,0.163475,0.946637,1705
6,173.611,0.123112,0.77706,1706
7,203.22,0.103034,0.667243,1705
8,232.828,0.108068,0.866285,1655
9,261.09,0.110213,0.723449,1706
10,290.698,0.155886,0.930058,1704
11,320.306,0.110802,0.702486,1705
12,349.915,0.129028,0.831468,1687
13,380.869,0.166476,0.950442,1703
14,410.477,0.130121,0.790189,1703
15,440.085,0.180802,0.950998,1703
16,471.039,0.170276,0.900641,1706
17,501.993,0.167558,0.92386,1703
18,532.947,0.209762,0.975158,1699
19,563.901,0.184817,0.940422,1699
20,594.855,0.226254,0.981525,1698
21,625.809,0.203041,0.891573,1696
22,658.109,0.236518,0.973635,1694
23,690.408,0.227856,0.963444,1691
24,721.362,0.233871,0.974455,1698
25,753.662,0.251805,0.981495,1687
26,787.308,0.266329,0.989403,1689
27,820.953,0.285412,0.989766,1683
28,854.599,0.301885,0.986464,1672
29,888.245,0.348841,0.993062,1566
30,921.89,0.338133,0.993171,1590
31,956.882,0.360543,0.997974,1553
32,990.527,0.423409,0.990532,1279
36,1126.46,0.671274,0.971568,769
38,1172.21,0.557224,0.985613,1004
39,1207.21,0.578425,0.984621,912
40,1244.89,0.637959,0.985856,864
41,1282.57,0.684643,0.986049,835
42,1321.6,0.749908,0.969599,697
43,1359.28,1.00043,0.947589,548
44,1398.31,0.853808,0.946603,604
45,1437.34,0.887023,0.990114,635
46,1477.72,0.941996,0.999854,627
47,1518.09,0.974939,0.981309,570
48,1559.81,0.963166,0.979973,593
49,1601.53,1.23143,0.998332,482
50,1640.56,1.23096,0.992783,462
51,1674.21,1.32376,0.998903,432
52,1707.85,1.27186,0.998677,457
53,1741.5,1.36648,0.997873,399
54,1776.49,1.40054,0.989833,432
55,1816.86,1.43786,0.969224,350
56,1859.93,1.39034,0.984622,396
57,1904.34,1.54813,0.973719,329
58,1950.1,1.55504,0.986445,354
59,1995.86,1.67684,0.955338,280
60,2042.96,1.7347,0.981424,333
61,2088.72,1.8052,0.982995,312
62,2135.82,1.94272,0.987381,283
65,2266.37,1.72141,0.99706,322
66,2304.05,1.69452,0.998721,329
67,2340.39,1.67283,0.998249,341
68,2382.11,2.28293,0.987706,243
69,2434.6,2.05088,0.990303,279
70,2485.74,2.43007,0.993629,243
71,2535.53,2.32036,0.974957,223
72,2588.02,2.57722,0.999902,224
73,2643.2,2.78653,0.995387,207
74,2694.34,2.66444,0.997638,210
76,2793.93,2.04169,0.981394,246
77,2837,1.83279,0.997377,299
78,2876.03,1.86227,0.997484,284
80,2971.58,3.25393,0.982093,163
86,3030.8,1.30572,0.832447,640
91,3084.63,1.17543,0.822457,687
92,3263.63,1.03742,0.752039,659
96,3508.57,0.873321,0.732899,718
