partial,f,sigma,r2,fittedFrameCount
1,52.4872,0.244674,0.942187,1690
2,103.629,0.230658,0.955704,1694
3,154.77,0.243322,0.968429,1695
4,207.257,0.271332,0.976814,1688
5,259.744,0.280089,0.978498,1683
6,310.886,0.240828,0.973822,1696
7,363.373,0.228249,0.949505,1697
8,414.514,0.181429,0.839911,1670
9,467.001,0.240003,0.808737,1695
10,519.489,0.178831,0.699412,1698
11,570.63,0.196872,0.91239,1695
12,623.117,0.173108,0.824457,1698
13,675.604,0.167708,0.770514,1698
14,728.091,0.196956,0.807311,1695
15,780.579,0.178076,0.769412,1697
16,834.412,0.152766,0.609073,1695
17,886.899,0.202321,0.804569,1698
18,939.386,0.164143,0.668106,1696
19,993.219,0.258893,0.892994,1685
20,1047.05,0.331486,0.89697,1503
21,1102.23,0.287732,0.952985,1681
22,1157.41,0.302891,0.974215,1692
25,1349.86,0.999939,0.858276,546
26,1403.7,1.87206,0.993115,306
27,1456.18,2.1218,0.993227,254
28,1510.02,1.26566,0.902831,479
29,1562.5,1.23555,0.919049,494
30,1621.72,0.656387,0.820379,644
31,1697.09,0.49504,0.95291,1081
32,1754.96,0.547445,0.85877,755
33,1811.48,0.475934,0.950787,1059
34,1868.01,0.520287,0.934858,910
35,1925.88,0.642144,0.940934,785
36,1981.05,0.533187,0.96629,1004
37,2040.27,0.555553,0.972923,979
38,2098.14,0.6007,0.976206,916
41,2305.4,0.759808,0.973029,728
42,2359.23,0.696492,0.971885,798
43,2444.02,0.745284,0.931349,690
44,2505.93,0.784941,0.9828,691
45,2569.18,0.817203,0.978886,660
46,2625.71,0.830948,0.935082,589
47,2686.27,0.934393,0.97925,594
48,2752.21,0.849743,0.995183,642
53,2994.46,1.08119,0.987474,506
59,3602.77,1.27188,0.983368,557
68,4322.79,2.50198,0.974116,336
78,5369.84,2.94421,0.976085,258
91,6482.84,4.29421,0.963779,231
