partial,f,sigma,r2,fittedFrameCount
1,391.635,1.07137,0.980437,482
2,784.616,0.787151,0.794829,605
3,1178.94,1.88274,0.918912,259
4,1575.96,0.538399,0.874398,680
6,2379.42,0.47028,0.722505,662
7,2787.2,0.615203,0.800232,550
8,3201.72,0.751855,0.948163,816
10,3621.62,1.09965,0.969185,614
11,4925.72,2.01518,0.954671,321
15,5377.92,2.736,0.948896,235
16,6313.27,4.05697,0.920742,164
18,6795.07,5.13274,0.921576,133
19,7796.37,7.54804,0.922186,94
21,8844.76,11.6517,0.952778,98
24,9388.48,6.48048,0.821441,151
25,9946.99,6.57689,0.765637,148
26,10519,5.80555,0.723676,152
