partial,f,sigma,r2,fittedFrameCount
1,55.1788,0.258334,0.964784,1682
2,110.358,0.228599,0.961863,1695
3,164.191,0.255393,0.978916,1693
4,219.37,0.29187,0.980034,1670
5,274.548,0.277625,0.994851,1686
6,329.727,0.189925,0.881174,1691
7,384.906,0.225693,0.895516,1694
8,440.085,0.221526,0.868849,1703
9,495.264,0.206805,0.772069,1699
10,550.443,0.153728,0.702783,1698
12,660.8,0.195042,0.778032,1701
13,715.979,0.225771,0.843213,1687
14,771.158,0.206772,0.823103,1699
15,827.682,0.199662,0.903456,1700
16,882.861,0.213244,0.920727,1695
17,939.386,0.208153,0.855768,1699
18,994.565,0.263018,0.921436,1690
19,1051.09,0.224892,0.855207,1481
20,1110.31,0.29297,0.94253,1681
21,1168.18,0.254937,0.913377,1694
22,1227.39,0.235113,0.850463,1704
25,1429.27,1.33405,0.895501,415
26,1487.14,0.880653,0.86732,603
27,1543.66,0.607635,0.852514,832
28,1598.84,0.641444,0.932386,832
29,1655.36,0.672951,0.922564,817
30,1734.77,0.500658,0.951206,1041
31,1796.68,0.496195,0.976317,1139
32,1858.58,0.525086,0.975718,991
33,1917.8,0.516641,0.971097,1079
34,1977.02,0.506862,0.972177,1100
35,2036.23,0.563178,0.973132,967
36,2096.8,0.548333,0.983986,1068
37,2157.36,0.536158,0.977002,1068
40,2383.46,0.654657,0.991303,841
41,2441.33,0.612421,0.995152,872
42,2519.38,0.73107,0.949945,733
43,2588.02,0.745037,0.971232,756
44,2644.55,0.860667,0.991062,675
45,2714.53,0.784584,0.996825,730
46,2771.05,0.993843,0.991117,582
47,2842.38,0.979542,0.920417,493
52,3593.35,1.29964,0.990567,571
65,4312.02,2.51219,0.990334,377
75,4469.49,2.07123,0.962592,409
77,4875.92,2.41421,0.968869,389
80,6468.04,3.75797,0.96482,200
