partial,f,sigma,r2,fittedFrameCount
1,82.0953,0.32499,0.895649,1669
2,164.191,0.990641,0.994556,541
3,246.286,0.579102,0.9879,889
4,329.727,0.38126,0.945069,1417
5,411.823,0.301215,0.78875,1666
6,493.918,0.772276,0.993017,666
7,577.359,0.333343,0.963908,1550
8,659.454,0.357393,0.942076,1371
9,742.896,0.541309,0.941486,981
10,824.991,0.233229,0.724855,1690
11,908.432,0.417226,0.717828,972
12,991.873,0.446513,0.912072,970
13,1075.31,0.216724,0.619414,1501
14,1158.76,0.442341,0.647672,725
15,1243.54,0.193972,0.72877,1567
17,1411.77,0.173622,0.681363,1695
18,1496.56,0.199444,0.765104,1681
19,1581.34,0.200922,0.731527,1688
20,1668.82,0.720467,0.900967,564
21,1756.3,0.556316,0.793058,706
27,2317.51,4.78283,0.999857,114
28,2402.3,3.76811,0.993324,137
35,2627.05,0.464878,0.919746,899
36,2717.22,0.500751,0.977654,1048
37,3419.74,1.64662,0.977096,441
45,3929.81,1.03489,0.964584,625
51,4126.3,1.1293,0.959945,560
53,4562.35,2.05385,0.961933,432
57,5699.57,1.69804,0.934014,342
68,5900.1,2.53534,0.928876,252
70,6839.48,5.12526,0.922919,183
78,9119.31,3.94344,0.884466,151
95,9245.82,1.1328,0.530171,530
96,10084.3,2.43757,0.640078,317
