partial,f,sigma,r2,fittedFrameCount
1,196.49,0.429726,0.93491,1152
2,391.635,0.727817,0.991496,704
3,588.126,0.476001,0.94651,1068
4,784.616,0.720555,0.936848,651
5,982.452,0.448444,0.790648,864
6,1180.29,0.414955,0.79502,1025
7,1378.12,0.448491,0.658043,769
8,1577.31,0.423632,0.708311,838
9,1777.84,0.505905,0.803214,696
10,1981.05,0.425999,0.722131,677
11,2184.27,0.335978,0.884305,1142
12,2388.84,0.632506,0.873242,502
13,2594.75,0.601212,0.650048,480
14,2803.35,0.48911,0.760163,602
15,3011.96,0.406921,0.902542,1259
18,3224.6,0.432683,0.85924,1097
19,3873.28,0.623528,0.887155,832
22,4094,0.631853,0.895365,877
24,4316.06,0.852018,0.926682,691
25,5003.78,1.1752,0.952033,597
28,5473.47,1.34666,0.938651,439
30,6711.63,2.26309,0.923169,260
36,9166.42,5.83757,0.879175,113
45,10364.2,5.48581,0.793817,190
50,10677.8,4.70282,0.757663,200
