partial,f,sigma,r2,fittedFrameCount
1,164.191,0.428565,0.940448,1232
2,329.727,0.675746,0.992187,786
3,493.918,0.719633,0.984276,695
4,659.454,0.562608,0.937365,884
5,824.991,0.362019,0.871716,1258
6,990.527,0.96544,0.794019,407
7,1157.41,0.394673,0.642589,1006
8,1324.29,0.478914,0.613328,604
9,1491.17,0.416532,0.865941,987
10,1659.4,0.563793,0.685491,721
11,1828.98,0.459051,0.645145,764
12,2001.24,0.448924,0.824166,692
18,3219.21,0.430229,0.851453,1163
22,3945.96,0.467917,0.940132,1128
27,4131.68,0.473247,0.90797,1028
28,5486.93,1.0188,0.899145,547
35,5688.8,1.23041,0.840467,401
36,6099.28,1.47454,0.889997,358
38,7389.93,2.56159,0.850263,237
44,9017.03,6.37948,0.883986,146
51,10008.9,7.97114,0.891631,121
55,10267.3,3.43498,0.72233,269
56,10527,3.30672,0.682731,261
