partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.355995,0.947242,1338
2,154.77,0.753638,0.99206,710
3,232.828,0.287645,0.94886,1674
4,310.886,0.448322,0.990243,1145
5,388.943,0.305227,0.944077,1657
6,467.001,0.472841,0.951979,1098
7,545.059,0.357866,0.926667,1474
8,621.771,0.311716,0.906789,1669
9,701.175,0.204322,0.754512,1692
10,779.233,0.459287,0.919741,955
11,857.291,0.755497,0.989082,674
12,935.349,0.714207,0.952919,620
13,1014.75,0.354179,0.829023,1297
14,1094.16,0.213149,0.673611,1535
15,1172.21,0.27594,0.650191,1152
16,1251.62,0.277283,0.842914,1383
17,1331.02,1.1571,0.774933,363
18,1411.77,0.22077,0.79831,1683
19,1492.52,0.189829,0.741136,1692
20,1574.62,0.266913,0.836042,1412
21,1656.71,0.51783,0.824109,579
27,2186.97,2.47997,0.999823,226
28,2266.37,2.9223,0.999169,193
29,2345.77,3.51183,0.998211,155
30,2423.83,3.31686,0.997171,169
36,2989.08,0.62372,0.90356,804
37,3075.21,0.54693,0.958565,1350
43,3239.4,0.650382,0.95812,1016
45,3882.71,0.97795,0.967433,643
53,4321.44,2.03949,0.955978,382
54,5399.45,1.63996,0.977492,412
68,5539.42,2.03266,0.960598,322
70,6482.84,4.63317,0.944355,210
78,7177.29,3.12529,0.857507,325
84,8644.24,3.33146,0.819341,329
