partial,f,sigma,r2,fittedFrameCount
1,219.37,0.375814,0.880128,1162
2,440.085,0.714891,0.978347,696
3,660.8,0.36687,0.792859,1248
4,881.516,0.711508,0.909748,701
5,1102.23,0.312404,0.694273,1228
7,1549.04,1.00954,0.842238,419
8,1779.18,0.582823,0.879224,653
14,2927.17,0.504955,0.709952,629
15,3164.04,0.538834,0.928318,1096
16,4139.76,0.720277,0.951906,909
21,5434.44,1.38493,0.952066,455
26,5703.61,1.54758,0.938121,399
27,6255.4,2.10564,0.939304,282
28,6824.68,2.85556,0.933915,219
30,7412.81,3.44771,0.919204,180
32,8019.77,4.7853,0.873518,150
34,8332,6.86058,0.922506,149
35,8972.62,6.62063,0.891564,173
37,9299.65,7.79467,0.915751,146
38,9629.38,7.13208,0.878913,159
39,9968.53,4.14249,0.700769,217
40,12105.7,2.6384,0.571414,238
