partial,f,sigma,r2,fittedFrameCount
1,440.085,0.540543,0.806746,845
2,881.516,0.531993,0.696409,845
3,1324.29,0.469434,0.692517,837
4,1771.11,0.523685,0.870762,842
5,2220.61,0.541805,0.797688,839
6,2676.85,0.621969,0.925845,838
8,3139.81,0.898357,0.961273,680
9,3609.5,1.11437,0.916926,503
10,4574.46,2.11365,0.949715,297
12,5071.07,3.13295,0.951167,218
13,5579.79,3.57909,0.934866,184
14,6104.66,4.27876,0.917899,158
15,7185.36,7.26369,0.917923,97
18,8914.75,13.0432,0.941767,88
21,9523.06,11.1656,0.891203,95
22,10148.9,11.5331,0.914654,91
23,10790.8,10.3891,0.835182,95
