partial,f,sigma,r2,fittedFrameCount
1,98.2452,0.350772,0.839728,1406
2,195.145,0.565728,0.958226,906
3,293.39,0.498012,0.982035,1032
4,391.635,0.503224,0.984561,1034
5,489.88,0.307407,0.849226,1663
6,588.126,0.350952,0.942603,1403
7,686.371,0.291228,0.908172,1564
8,784.616,0.279237,0.93633,1641
9,884.207,0.388769,0.879391,1277
10,982.452,0.370939,0.92957,1188
11,1082.04,0.401278,0.835632,1179
12,1181.63,0.527185,0.819955,967
13,1281.23,0.220724,0.703522,1559
14,1380.82,2.54831,0.979177,205
15,1481.75,0.993621,0.951373,574
16,1581.34,0.328077,0.71738,944
17,1682.28,0.423621,0.821828,918
18,1784.56,0.340271,0.711512,1062
19,1886.85,0.372518,0.631033,947
20,1989.13,0.195497,0.700496,1557
21,2091.41,0.295985,0.818332,1210
22,2195.04,0.739442,0.83388,572
23,2300.02,0.38482,0.762803,830
24,2404.99,2.30662,0.77978,215
28,2862.57,3.53014,0.997986,153
29,2962.16,3.63733,0.992949,143
30,2612.25,0.353401,0.765069,972
31,3040.22,0.347145,0.876375,1530
35,3149.23,0.439242,0.905319,1267
36,3928.46,0.634669,0.93689,981
44,4042.86,0.597028,0.901289,881
45,4628.29,1.01635,0.970759,629
50,4990.32,1.03246,0.952423,604
53,5612.09,1.41768,0.941177,405
59,5867.8,1.57258,0.928263,367
61,6663.18,2.12761,0.910504,268
67,6799.11,2.32344,0.893642,258
68,7214.97,3.74251,0.890352,252
71,7500.28,3.27811,0.890915,197
73,8232.41,5.16477,0.905425,206
78,9306.38,6.16052,0.928116,189
86,10619.9,4.43559,0.791939,232
94,10961.7,4.58022,0.809267,231
