partial,f,sigma,r2,fittedFrameCount
1,174.957,0.339923,0.773046,1250
2,348.569,0.69878,0.990382,732
3,523.526,0.427466,0.839177,1112
4,698.483,0.239374,0.604376,1260
5,874.786,0.464955,0.696124,917
7,1226.05,0.439543,0.654199,818
9,1581.34,0.615945,0.844688,681
10,1760.34,0.428569,0.740347,872
11,1939.33,0.718006,0.702968,603
12,2121.02,0.528938,0.867179,838
14,2489.78,0.358139,0.757374,911
17,2670.12,0.454847,0.735387,673
18,2855.84,0.578385,0.82025,578
19,3231.33,0.447183,0.828192,993
21,3422.43,0.729844,0.832855,659
22,3613.54,0.492232,0.850683,1028
23,4201.67,0.651177,0.954234,919
27,5013.2,0.975292,0.886108,547
31,5862.41,1.3504,0.919748,430
35,6080.44,1.54899,0.898084,366
36,7930.95,2.94554,0.913114,204
44,9185.26,4.81457,0.872117,134
49,9446.35,6.84736,0.87203,126
50,9711.47,7.73124,0.910103,128
51,10248.5,3.17871,0.670266,261
53,10798.9,4.18207,0.721978,231
55,11370.9,2.95269,0.638321,263
