partial,f,sigma,r2,fittedFrameCount
1,174.957,0.196858,0.768396,1015
2,348.569,0.232035,0.643037,1006
3,523.526,0.217337,0.661438,1014
4,698.483,0.28228,0.864009,1012
5,874.786,0.217313,0.625052,1007
6,1049.74,0.372018,0.940784,998
7,1226.05,0.293973,0.792847,1005
8,1403.7,0.323848,0.813939,998
9,1581.34,0.342075,0.83363,1005
10,1760.34,0.379028,0.912182,1001
11,1939.33,0.564753,0.892031,735
12,2121.02,0.519358,0.923209,976
13,2304.05,0.553609,0.953394,952
17,2670.12,0.548058,0.893403,826
18,2855.84,0.716399,0.92016,635
19,3231.33,0.89232,0.905328,626
21,3421.09,1.32703,0.886905,461
22,3613.54,0.960092,0.818798,471
23,4201.67,2.18066,0.833649,416
27,4807.29,3.27669,0.779511,223
30,5013.2,4.0272,0.892252,236
