partial,f,sigma,r2,fittedFrameCount
1,55.1788,0.236982,0.813425,1274
2,110.358,0.229904,0.774829,1272
3,164.191,0.232352,0.862672,1273
4,219.37,0.253623,0.917453,1267
5,274.548,0.226297,0.788133,1274
6,329.727,0.21529,0.711345,1273
7,384.906,0.299795,0.867915,1272
8,440.085,0.151877,0.618251,1274
10,550.443,0.201937,0.727916,1272
11,605.621,0.200346,0.67257,1272
12,660.8,0.243313,0.799638,1269
13,715.979,0.289388,0.811415,1267
14,771.158,0.209203,0.744385,1271
15,827.682,0.189974,0.700025,1267
16,882.861,0.202121,0.78735,1276
17,938.04,0.224993,0.714915,1191
18,994.565,0.298567,0.902003,1258
19,1051.09,0.197211,0.726839,1216
20,1110.31,0.30278,0.915503,1225
31,1796.68,0.467476,0.967642,1191
32,1857.24,0.461392,0.962655,1129
33,1915.11,0.488905,0.972196,1054
34,1975.67,0.436121,0.994046,1174
35,2036.23,0.456779,0.974615,1202
36,2096.8,0.488327,0.981497,1078
37,2157.36,0.471382,0.966093,1160
42,2519.38,0.659583,0.931163,808
43,2588.02,0.617826,0.881201,812
44,2649.93,0.822343,0.995665,682
51,2874.68,1.05913,0.895465,477
55,3593.35,2.02617,0.831239,436
65,3986.33,2.35453,0.933771,456
70,4312.02,2.38948,0.861038,450
75,4473.52,0.979384,0.638876,801
77,4871.89,1.6992,0.75449,547
