partial,f,sigma,count,meanR2,meanFittedFrameCount
1,621.771,0.586092,5,0.592237,551
2,1247.58,0.557401,5,0.693087,549.8
3,1878.1,0.522755,4,0.599281,550
4,2516.69,0.674175,5,0.785517,550.8
5,3164.57,1.22828,5,0.954298,543.6
6,3826.18,1.79628,5,0.933557,341.8
7,4501.79,2.69401,1,0.954753,245
8,4501.79,2.65692,4,0.900492,225
9,5200,4.50804,5,0.913238,150.2
10,5914.9,6.75561,5,0.868523,119.8
11,6651.4,8.17259,4,0.847235,119.75
12,8200.11,12.6668,3,0.937554,78.3333
15,9017.03,11.9911,2,0.866213,88
