partial,f,sigma,count,meanR2,meanFittedFrameCount
1,2105.68,1.89912,5,0.930632,326.2
2,4271.65,3.94584,5,0.952408,169.4
3,6560.9,14.9227,5,0.959436,52.6
4,9022.41,23.7127,3,0.914015,45.3333
