partial,f,sigma,count,meanR2,meanFittedFrameCount
1,92.8619,0.207376,5,0.918537,1692
2,184.378,0.252583,5,0.874858,1566.4
3,277.24,0.343729,5,0.87527,1412.6
4,370.102,0.247467,5,0.865226,1569.6
5,461.618,0.271407,5,0.88988,1517.8
6,554.48,0.32269,5,0.94257,1540
7,647.342,0.269864,2,0.744682,1601
8,740.204,0.226487,5,0.800983,1536.8
9,833.873,0.262109,5,0.839295,1527.6
10,927.274,0.273548,5,0.755559,1415.4
11,1020.14,0.85472,2,0.965275,594.5
12,1114.34,0.214319,5,0.741379,1595.4
13,1208.55,0.317388,4,0.696485,1253.75
14,1302.76,1.17666,1,0.978738,474
15,1396.97,0.310151,5,0.798035,1335.8
16,1491.44,0.211465,5,0.880722,1688
17,1586.73,0.279407,5,0.87585,1470.6
18,1682.28,0.395922,4,0.788237,1287.5
19,1777.84,0.439083,5,0.809526,1270
20,1874.73,0.219576,4,0.839901,1688.75
21,1972.98,0.298993,5,0.780284,1323.8
22,2071.23,0.220648,5,0.74095,1451.2
23,2170.82,0.900126,2,0.879859,447
28,2699.73,3.17833,3,0.995234,179.333
29,2793.93,4.01994,2,0.997495,131
30,2888.14,3.50184,2,0.978973,146
31,2821.12,0.399278,5,0.905872,985.6
33,2760.29,0.306746,1,0.806287,1113
34,2861.22,0.446653,1,0.946144,840
35,3024.88,0.375546,5,0.868054,1208.2
36,3065.79,0.443201,2,0.812434,1120
37,3906.93,0.795073,5,0.890722,857.8
46,4389.81,0.964857,5,0.894702,743.2
50,4569.08,0.950181,4,0.84401,578.5
52,5260.83,1.31117,5,0.877792,561
58,5377.92,1.14308,5,0.82916,649.2
59,5803.2,1.70968,4,0.838555,478.75
60,6108.7,1.91669,2,0.754063,627.5
66,6233.86,1.94838,4,0.830123,473
67,6616.08,2.50326,3,0.850917,356
70,6745.28,2.53959,3,0.805964,430.333
71,7272.84,3.57575,2,0.868981,279.5
75,7609.97,2.39432,2,0.744113,448
76,8815.16,0.887354,1,0.50692,642
79,8817.85,3.92014,1,0.842996,286
86,8961.85,2.45858,1,0.721529,371
87,9112.58,2.19764,1,0.6789,381
88,10191.9,1.70274,1,0.592742,416
