partial,f,sigma,count,meanR2,meanFittedFrameCount
1,26.9165,0.224081,5,0.979071,1702.4
2,55.1788,0.235022,5,0.981847,1698.2
3,82.0953,0.197341,5,0.964392,1700.4
4,109.012,0.137168,5,0.863938,1702.8
5,135.928,0.145643,5,0.896069,1704.6
6,164.191,0.138213,5,0.849916,1703.4
7,191.107,0.103695,5,0.680234,1704.8
8,219.37,0.116751,5,0.796218,1707
9,246.286,0.11143,5,0.676274,1704.4
10,274.548,0.123203,5,0.770202,1703.8
11,302.811,0.127036,5,0.804108,1704.8
12,331.073,0.12752,5,0.82278,1704
13,357.99,0.168208,5,0.948983,1703.8
14,386.252,0.178164,5,0.952297,1703
15,415.86,0.155291,5,0.910602,1702.8
16,444.122,0.175583,5,0.947465,1703
17,472.385,0.174689,5,0.882689,1596.2
18,501.993,0.181525,5,0.943733,1699.2
19,530.793,0.187097,5,0.93868,1699.2
20,559.863,0.206379,5,0.95378,1695.2
21,589.471,0.204307,5,0.961975,1700
22,619.08,0.229818,5,0.968659,1695.2
23,650.034,0.22683,5,0.965074,1696
24,679.642,0.267733,5,0.98054,1701.6
25,710.596,0.256638,5,0.982039,1700.2
26,741.55,0.248724,5,0.982597,1688.4
27,772.504,0.287013,5,0.99223,1686.4
28,803.458,0.286939,5,0.99022,1684.2
29,835.757,0.353482,5,0.996336,1542
30,866.711,0.365748,5,0.989711,1463
31,899.011,0.379913,5,0.989791,1394.6
32,931.58,0.418743,5,0.993902,1291.2
33,964.957,0.45357,5,0.996388,1240.4
34,998.333,0.467723,5,0.993355,1150.8
35,1030.9,0.464683,5,0.98494,1228.4
36,1064.55,0.496872,5,0.993881,1150.4
37,1096.85,0.52972,5,0.996616,1094
38,1130.49,0.6568,2,0.99327,869
39,1149.33,1.14177,1,0.990604,459
40,1172.21,0.616719,4,0.970099,871.5
41,1205.86,0.648737,5,0.983427,797
42,1240.85,0.732726,5,0.989722,759
43,1275.84,0.819439,5,0.992958,698.4
44,1312.99,0.82852,5,0.982904,658.2
45,1349.86,1.10518,5,0.966936,576.2
46,1387.55,1.0326,5,0.963258,512.2
47,1425.23,1.06901,5,0.998894,543.6
48,1462.91,1.20447,5,0.994752,487.8
49,1500.6,1.2739,5,0.993094,440
50,1540.43,1.25614,5,0.983832,421.8
51,1579.73,1.29918,5,0.992197,439
52,1620.37,1.34426,5,0.986666,421.6
53,1659.4,1.47913,5,0.987227,377.4
54,1699.78,1.42974,5,0.986012,383.4
55,1734.32,1.52061,3,0.9974,377
56,1775.14,1.74932,5,0.999382,334.6
58,1831.67,1.45989,1,0.959324,357
60,1912.42,2.05657,3,0.990452,275.333
61,1956.83,2.07907,4,0.991909,285.5
62,1999.9,2.2856,5,0.985073,245.6
63,2044.31,1.84728,3,0.959732,334
64,2088.72,2.50586,5,0.977032,238
65,2135.82,2.58142,5,0.993791,213
66,2178.89,2.48843,5,0.997554,232.8
67,2227.34,2.45597,5,0.972676,196
68,2274.44,3.02659,3,0.997647,190.333
69,2311.45,2.3966,2,0.99381,258
70,2339.04,1.85273,1,0.997994,311
74,2519.38,3.18306,3,0.994452,178
75,2567.83,3.57275,4,0.973571,144.25
76,2618.98,3.22316,4,0.965332,141.75
77,2664.06,2.41358,4,0.983274,218.25
78,2723.95,3.56417,3,0.946905,169.333
79,2772.4,2.47567,2,0.981789,212
80,2827.58,4.29365,3,0.998317,122.667
81,2880.07,3.85342,3,0.976338,126
82,2925.82,2.25955,1,0.965021,277
83,2964.85,2.67281,1,0.991308,186
84,2618.98,1.16429,1,0.677189,338
86,2827.58,2.9139,2,0.804851,245.5
87,2989.08,4.73981,2,0.975561,123
94,3142.5,1.17395,4,0.728171,697.25
96,3155.96,0.377598,2,0.794231,1402
