partial,f,sigma,count,meanR2,meanFittedFrameCount
1,34.9915,0.192132,5,0.963633,1695
2,68.6371,0.168385,5,0.949715,1703
3,103.629,0.137026,5,0.906442,1705
4,137.274,0.130356,5,0.859568,1705.6
5,172.266,0.130512,5,0.883739,1705.6
6,207.257,0.0932999,5,0.638109,1706
7,242.249,0.124459,5,0.803843,1706.4
8,275.894,0.1358,5,0.899662,1707.8
9,310.886,0.128662,5,0.880016,1707
10,345.877,0.126844,5,0.838208,1706
11,380.869,0.1395,5,0.861354,1704.8
12,415.86,0.128701,5,0.826451,1703
13,450.851,0.158683,5,0.897976,1702.6
14,485.843,0.187492,3,0.967037,1703.33
15,520.834,0.182367,5,0.947745,1704.6
16,557.172,0.164816,5,0.92004,1706
17,592.163,0.193791,5,0.957433,1700.8
18,628.231,0.209613,5,0.973277,1701
19,663.492,0.22039,5,0.973108,1699
20,699.829,0.19394,5,0.928302,1560
21,736.166,0.20374,5,0.961952,1697.8
22,772.504,0.203826,5,0.958593,1698.4
23,808.841,0.225852,5,0.978939,1698.2
24,849.485,0.323659,5,0.971937,1528.8
25,881.516,0.256846,4,0.979805,1696
26,919.199,0.2723,5,0.987115,1692.2
27,956.882,0.297768,5,0.993915,1690.2
28,998.602,0.401318,5,0.811111,800.6
29,1033.59,0.322543,5,0.981388,1640.4
30,1072.62,0.342152,5,0.995096,1596
34,1255.65,0.446482,2,0.968656,1154
35,1296.03,0.511567,4,0.980722,1069.25
36,1337.75,0.569245,3,0.944436,1081.67
37,1379.47,0.591653,5,0.954456,942
38,1421.19,0.525052,5,0.981021,1031.8
39,1461.3,0.523338,5,0.986433,1021
40,1499.25,0.549945,5,0.976339,882
41,1543.66,0.597449,5,0.978575,899
42,1584.57,0.638343,5,0.982646,880.2
43,1625.76,0.64521,5,0.983767,844.2
44,1668.82,0.653588,5,0.991455,850.4
45,1710.54,0.716616,5,0.976909,745.8
46,1753.61,0.717186,5,0.961259,739.8
47,1796.68,0.762595,5,0.972005,695.2
48,1838.4,0.880261,4,0.980893,657.25
49,1882.81,0.849608,5,0.966046,618.8
50,1927.22,1.01066,5,0.998337,586.2
51,1971.63,0.998185,5,0.994459,588.8
52,2025.47,1.13936,2,0.99699,497
54,2138.52,1.14526,1,0.993062,492
55,2176.2,1.23751,1,0.994643,451
56,2213.88,1.33648,1,0.991473,421
58,2336.35,1.08404,2,0.989339,565
59,2387.49,1.10599,4,0.985809,497
60,2434.6,1.06221,4,0.972093,468.25
61,2483.72,1.19338,4,0.99041,447
62,2532.39,1.19998,3,0.974286,445.667
63,2581.74,1.46391,3,0.998051,386.333
64,2638.27,1.26841,3,0.981974,431.667
65,2682.23,1.29421,3,0.978495,433.667
66,2732.03,1.37346,3,0.973075,397.667
67,2784.51,1.53576,2,0.993689,351.5
68,2835.65,1.63802,2,0.992383,333.5
71,2997.15,1.65479,5,0.866101,260.2
80,3045.6,1.32882,4,0.84987,848.25
81,3418.84,1.04896,3,0.776453,833.667
85,3496.45,0.938175,1,0.764466,700
86,4496.4,2.83786,2,0.945945,312
89,4496.4,0.82506,2,0.721768,1054.5
