partial,f,sigma,r2,fittedFrameCount
1,146.695,0.236895,0.734274,1264
2,293.39,0.269507,0.876694,1264
3,440.085,0.360908,0.96299,1240
4,586.78,0.365561,0.874249,1259
5,734.821,0.257244,0.620184,1262
6,882.861,0.304538,0.786589,1260
7,1030.9,0.583249,0.947826,666
8,1178.94,0.298973,0.791577,1255
9,1326.98,0.276076,0.617664,1165
10,1477.72,0.263035,0.701815,1261
11,1627.1,0.253976,0.85093,1260
12,1781.87,0.295888,0.858755,1165
20,3017.34,0.365651,0.789639,1285
23,3176.15,0.404114,0.838833,1285
24,3499.15,0.501659,0.928079,981
26,3663.34,0.466568,0.907845,1149
27,3994.41,0.51625,0.897454,992
30,4851.7,0.837691,0.838143,605
35,5937.78,1.24651,0.874688,423
41,6124.85,1.45481,0.892177,388
42,6314.61,1.6408,0.849374,319
43,7297.06,2.24107,0.790692,219
47,7500.28,3.08469,0.784727,208
48,8766.71,5.62083,0.917967,202
54,9210.83,5.33738,0.895385,207
