partial,f,sigma,r2,fittedFrameCount
1,293.39,0.411502,0.663932,832
2,586.78,0.445694,0.903276,831
3,881.516,0.475225,0.717514,738
5,1475.02,0.398823,0.845862,826
6,1773.8,0.466126,0.858807,675
7,2075.26,0.461049,0.86839,818
8,2379.42,0.514214,0.727244,683
9,2687.61,0.452408,0.883744,738
10,3310.73,0.686723,0.930132,853
13,3628.34,0.7296,0.893242,716
14,3950,1.07239,0.963396,564
15,4278.38,1.12199,0.929663,514
17,5988.92,2.68,0.935768,228
22,6719.71,4.1352,0.883838,152
24,7474.71,7.40138,0.928613,144
26,7863.66,7.40978,0.918318,156
