partial,f,sigma,r2,fittedFrameCount
1,123.816,0.228286,0.892074,1687
2,246.286,0.228185,0.842245,1687
3,370.102,0.412958,0.822717,1015
4,493.918,0.241057,0.885414,1686
5,617.734,0.188067,0.791566,1689
6,741.55,0.259406,0.822688,1403
7,865.366,0.78397,0.980597,620
8,990.527,0.188745,0.771146,1688
9,1114.34,0.26251,0.800334,1331
10,1239.51,0.99671,0.967082,461
11,1366.01,0.174167,0.732251,1678
21,2730.68,3.74763,0.99231,140
23,2915.06,0.344425,0.901412,1147
26,3184.22,0.369854,0.915715,1309
28,3320.15,0.376086,0.909571,1385
29,4013.25,0.624239,0.907948,1025
34,5033.39,0.998075,0.924746,578
41,5184.12,1.08592,0.896772,489
42,5334.85,1.1059,0.911032,490
43,5957.97,1.47388,0.887316,375
46,6118.12,1.38054,0.836466,365
47,7274.19,2.43659,0.870749,224
54,8332,3.17146,0.785357,306
59,8700.76,2.30672,0.705437,362
