partial,f,sigma,r2,fittedFrameCount
1,277.24,0.631272,0.956058,822
2,554.48,0.514601,0.945203,828
3,831.72,0.395153,0.74351,833
4,1111.65,0.519713,0.901497,817
5,1391.58,0.446596,0.886881,819
6,1672.86,0.474284,0.919516,746
7,1956.83,0.492351,0.806511,647
8,2243.49,0.464257,0.792898,809
11,3116.93,0.624102,0.904747,851
13,3415.7,0.687317,0.890175,846
14,4332.21,1.04459,0.960449,576
18,5289.09,1.94345,0.953837,323
21,5953.93,2.73723,0.919569,219
23,6297.12,3.50531,0.854967,203
24,7352.24,6.84726,0.857996,130
27,8860.91,3.49264,0.680108,242
