partial,f,sigma,r2,fittedFrameCount
1,164.191,0.331815,0.9135,1258
2,329.727,0.330979,0.768188,1260
3,493.918,0.624895,0.960161,720
4,659.454,0.322235,0.746245,1258
5,824.991,0.265768,0.808137,1267
6,990.527,0.396048,0.702959,742
8,1324.29,0.384384,0.72412,665
9,1491.17,0.338268,0.891801,1099
11,1828.98,0.279147,0.724776,1025
12,2001.24,0.390877,0.907562,964
18,2688.96,0.351,0.827223,868
19,3219.21,0.404117,0.869458,1179
22,3398.21,0.604536,0.844083,693
23,3945.96,0.468453,0.934624,1072
27,4131.68,0.473129,0.888374,977
28,5486.93,1.05265,0.870852,491
35,5688.8,1.35224,0.809323,351
36,6099.28,2.08327,0.765841,332
38,7389.93,3.79967,0.815238,222
44,9017.03,4.15171,0.769445,239
