partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.675657,0.945646,644
2,154.77,0.288422,0.814968,1631
3,232.828,0.163293,0.605659,1695
4,310.886,0.365227,0.984905,1314
5,388.943,0.2175,0.719507,1690
6,467.001,0.307771,0.917594,1365
7,545.059,0.23474,0.802579,1684
8,621.771,0.258775,0.835679,1681
9,701.175,0.165781,0.689308,1697
10,779.233,0.346778,0.783483,1026
11,857.291,0.189524,0.684292,1691
12,935.349,0.383556,0.926276,1186
13,1014.75,0.421907,0.884655,1030
14,1094.16,0.176945,0.658867,1562
16,1251.62,0.296816,0.820958,1330
17,1331.02,0.576132,0.743833,614
18,1411.77,0.254969,0.84802,1680
19,1492.52,0.170004,0.690755,1693
20,1574.62,0.410455,0.870065,1031
21,1656.71,0.420359,0.916215,885
27,2186.97,2.51882,0.997186,215
28,2266.37,2.99842,0.999155,187
29,2345.77,3.52609,0.996464,152
36,2989.08,0.568827,0.966675,925
37,3075.21,0.562786,0.963245,1253
43,3239.4,0.680061,0.978281,932
45,3882.71,0.989738,0.914712,565
53,4321.44,2.14313,0.925227,497
54,5399.45,1.76259,0.941592,361
68,5543.45,2.15051,0.908219,283
70,6482.84,5.23382,0.926679,212
78,7193.44,0.8335,0.542198,722
