partial,f,sigma,r2,fittedFrameCount
1,154.77,0.227767,0.673416,1265
2,310.886,0.393016,0.838455,1255
3,467.001,0.258589,0.667683,1248
4,621.771,0.282163,0.692964,1263
5,777.887,0.278738,0.726644,1261
6,935.349,0.22611,0.666531,1256
8,1248.93,0.28606,0.897113,1252
9,1406.39,0.422972,0.745766,780
10,1565.19,0.272667,0.633231,1261
11,1725.35,0.247103,0.684493,1257
12,1888.19,0.28111,0.686467,1058
19,3196.33,0.332276,0.795063,1280
23,3365.91,0.539687,0.751942,838
24,3535.48,0.584843,0.901096,924
25,3881.36,0.380398,0.73916,1045
28,4955.33,0.782555,0.866822,716
34,5139.71,0.966867,0.857575,544
35,5326.78,0.876386,0.831579,544
36,6489.57,1.44026,0.855018,360
42,6691.44,2.80143,0.859038,349
43,6922.92,2.8706,0.87484,332
44,7947.1,2.55614,0.657663,177
48,9288.89,6.55682,0.926601,167
