partial,f,sigma,r2,fittedFrameCount
1,219.37,0.245336,0.73429,1254
2,440.085,0.376271,0.774206,1178
3,660.8,0.297896,0.839151,1262
4,881.516,0.315297,0.836703,1248
5,1102.23,0.225834,0.725035,1257
6,1325.64,0.292447,0.699964,953
7,1549.04,0.300564,0.712254,1089
8,1779.18,0.42024,0.968007,1122
14,2927.17,0.485405,0.781416,649
15,3164.04,0.544871,0.867683,1087
16,4139.76,0.714559,0.940648,853
21,5434.44,1.39117,0.929026,420
26,5703.61,1.59422,0.910208,361
27,6255.4,2.23938,0.902137,250
28,6824.68,3.06456,0.898868,192
30,7412.81,4.84823,0.851345,173
32,8019.77,6.4971,0.891826,148
34,8332,5.81807,0.893914,191
35,8972.62,3.33794,0.713278,255
37,9298.31,4.62704,0.772831,200
